"genus","collection_no","family","abund_value","abund_unit","reference_no","life_habit","diet","country","geoplate","lat","lng","paleolat","paleolng","period","epoch","subepoch","stage","early_interval","late_interval","max_ma","min_ma","stg","ten","env","lith","latgroup","bath","gensp","ecology","ecologyMostZ","ecologyMostAZ","ecologyBoth","growth","integration"
"Favia",34476,"Faviidae","","",9084,"low-level epifaunal","photosymbiotic","Papua New Guinea",801,-6.25,147.683333,-6.25,147.68,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",34477,"Faviidae","","",9084,"low-level epifaunal","photosymbiotic","Papua New Guinea",801,-6.25,147.683333,-6.25,147.68,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"r","c","t","shal","Favia matthaii","z","z","z",FALSE,"colonial","2"
"Favia",34499,"Faviidae","rare","category",4061,"low-level epifaunal","photosymbiotic","Libya",715,29.666667,18.75,28.87,17.72,"Neogene","Miocene","","","Aquitanian","Serravallian",23.03,11.62,91,48,"nr","c","t","shal","Favia kabyliensis","z","z","z",FALSE,"colonial","2"
"Favia",34505,"Faviidae","","",12754,"low-level epifaunal","photosymbiotic","Antigua and Barbuda",239,17.033333,-61.733333,16.3,-60.79,"Paleogene","Oligocene","Late/Upper Oligocene","Chattian","Chattian","",28.1,23.03,89,47,"r","c","t","shal","Favia macdonaldi","z","z","z",FALSE,"colonial","2"
"Favia",34515,"Faviidae","0.28","%-area",9110,"low-level epifaunal","photosymbiotic","Dominican Republic",252,19.666667,-71.4,19.64,-70.49,"Neogene","Miocene","Late/Upper Miocene","Tortonian","Tortonian","",11.62,7.246,92,49,"r","c","t","shal","Favia dominicensis","z","z","z",FALSE,"colonial","2"
"Favia",34517,"Faviidae","0.05","%-area",9110,"low-level epifaunal","photosymbiotic","Dominican Republic",252,19.666667,-71.4,19.64,-70.49,"Neogene","Miocene","Late/Upper Miocene","Tortonian","Tortonian","",11.62,7.246,92,49,"r","c","t","shal","Favia dominicensis","z","z","z",FALSE,"colonial","2"
"Favia",34520,"Faviidae","0.05","%-area",9110,"low-level epifaunal","photosymbiotic","Dominican Republic",252,18.416667,-69.516667,18.42,-69.52,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.125,0.125,94,49,"r","c","t","shal","Favia fragum","z","z","z",FALSE,"colonial","2"
"Favia",34721,"Faviidae","1","specimens",9205,"low-level epifaunal","photosymbiotic","Indonesia",620,-7.65,110.05,-7.69,113.68,"Neogene","Miocene","Early/Lower Miocene","Burdigalian","Burdigalian","",20.44,15.97,90,48,"r","uk","t","shal","Favia macrocalyx","z","z","z",FALSE,"colonial","2"
"Favia",34873,"Faviidae","","",13590,"low-level epifaunal","photosymbiotic","Egypt",715,27.3,33.583333,26.53,32.65,"Neogene","Miocene","Middle Miocene","","Langhian","Serravallian",15.97,11.62,91,48,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",34874,"Faviidae","","",9353,"low-level epifaunal","photosymbiotic","Japan",651,27.033333,142.25,27.03,142.25,"Neogene","Miocene","Early/Lower Miocene","Aquitanian","Aquitanian","",23.03,20.44,90,48,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",34875,"Faviidae","","",9353,"low-level epifaunal","photosymbiotic","Japan",610,35.516667,138.733333,39.21,136.1,"Neogene","Miocene","Early/Lower Miocene","Burdigalian","Burdigalian","",20.44,15.97,90,48,"r","c","nt","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",34877,"Faviidae","","",9353,"low-level epifaunal","photosymbiotic","Japan",611,28.333333,130,28.61,129.58,"Neogene","Pliocene","Late/Upper Pliocene","Piacenzian","Late/Upper Pliocene","",3.6,2.588,93,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",34877,"Faviidae","","",9353,"low-level epifaunal","photosymbiotic","Japan",611,28.333333,130,28.61,129.58,"Neogene","Pliocene","Late/Upper Pliocene","Piacenzian","Late/Upper Pliocene","",3.6,2.588,93,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",34878,"Faviidae","","",9353,"low-level epifaunal","photosymbiotic","Japan",611,24.75,125.333333,24.95,124.97,"Neogene","Pliocene","Late/Upper Pliocene","Piacenzian","Late/Upper Pliocene","",3.6,2.588,93,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",34878,"Faviidae","","",9353,"low-level epifaunal","photosymbiotic","Japan",611,24.75,125.333333,24.95,124.97,"Neogene","Pliocene","Late/Upper Pliocene","Piacenzian","Late/Upper Pliocene","",3.6,2.588,93,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",34879,"Faviidae","","",9353,"low-level epifaunal","photosymbiotic","Japan",611,24.45,123,24.61,122.64,"Neogene","Pliocene","Late/Upper Pliocene","Piacenzian","Late/Upper Pliocene","",3.6,2.588,93,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",34879,"Faviidae","","",9353,"low-level epifaunal","photosymbiotic","Japan",611,24.45,123,24.61,122.64,"Neogene","Pliocene","Late/Upper Pliocene","Piacenzian","Late/Upper Pliocene","",3.6,2.588,93,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",34881,"Faviidae","","",9353,"low-level epifaunal","photosymbiotic","Japan",611,24.05,123.75,24.22,123.4,"Neogene","Pliocene","Late/Upper Pliocene","Piacenzian","Late/Upper Pliocene","",3.6,2.588,93,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",36242,"Faviidae","","",9719,"low-level epifaunal","photosymbiotic","Italy",307,44.366667,8.2,42.69,7.03,"Paleogene","Oligocene","Late/Upper Oligocene","Chattian","Chattian","",28.1,23.03,89,47,"r","s","nt","shal","Favia subdenticulata","z","z","z",FALSE,"colonial","2"
"Favia",36244,"Faviidae","","",9719,"low-level epifaunal","photosymbiotic","Italy",307,44.366667,8.2,42.69,7.03,"Paleogene","Oligocene","Late/Upper Oligocene","Chattian","Chattian","",28.1,23.03,89,47,"nr","s","nt","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",36245,"Faviidae","","",9719,"low-level epifaunal","photosymbiotic","Italy",307,44.366667,8.2,42.69,7.03,"Paleogene","Oligocene","Late/Upper Oligocene","Chattian","Chattian","",28.1,23.03,89,47,"r","c","nt","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",36245,"Faviidae","","",9719,"low-level epifaunal","photosymbiotic","Italy",307,44.366667,8.2,42.69,7.03,"Paleogene","Oligocene","Late/Upper Oligocene","Chattian","Chattian","",28.1,23.03,89,47,"r","c","nt","shal","Favia subdenticulata","z","z","z",FALSE,"colonial","2"
"Favia",41077,"Faviidae","abundant","category",11059,"low-level epifaunal","photosymbiotic","Iran",512,34.644722,50.716667,33.78,49.65,"Neogene","Miocene","Early/Lower Miocene","Burdigalian","Burdigalian","",20.44,15.97,90,48,"r","c","nt","shal","Favia corollaris","z","z","z",FALSE,"colonial","2"
"Favia",41604,"Faviidae","","",11144,"low-level epifaunal","photosymbiotic","Japan",611,24.454167,124.220833,24.45,124.22,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.126,0.0117,94,49,"uk","c","t","uk","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",42289,"Faviidae","","",35984,"low-level epifaunal","photosymbiotic","Indonesia",620,0.833333,117.866667,0.93,118.42,"Neogene","Miocene","Late/Upper Miocene","","Late/Upper Miocene","",11.608,5.333,92,49,"uk","uk","t","uk","Favia laxa","z","z","z",FALSE,"colonial","2"
"Favia",42488,"Faviidae","","",11306,"low-level epifaunal","photosymbiotic","Panama",230,9.183333,-79.55,6.73,-77.17,"Paleogene","Eocene","Late/Upper Eocene","Priabonian","Late/Upper Eocene","",37.2,33.9,87,46,"uk","c","t","uk","Favia weisbordi","z","z","z",FALSE,"colonial","2"
"Favia",42736,"Faviidae","","",11364,"low-level epifaunal","photosymbiotic","Papua New Guinea",801,-8.35,146.283333,-11.11,145.49,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,92,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",42736,"Faviidae","","",11364,"low-level epifaunal","photosymbiotic","Papua New Guinea",801,-8.35,146.283333,-11.11,145.49,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,92,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",42736,"Faviidae","","",11364,"low-level epifaunal","photosymbiotic","Papua New Guinea",801,-8.35,146.283333,-11.11,145.49,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,92,49,"r","c","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",42736,"Faviidae","","",11364,"low-level epifaunal","photosymbiotic","Papua New Guinea",801,-8.35,146.283333,-11.11,145.49,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,92,49,"r","c","t","shal","Favia favus","z","z","z",FALSE,"colonial","2"
"Favia",42736,"Faviidae","","",11364,"low-level epifaunal","photosymbiotic","Papua New Guinea",801,-8.35,146.283333,-11.11,145.49,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,92,49,"r","c","t","shal","Favia lizardensis","z","z","z",FALSE,"colonial","2"
"Favia",42736,"Faviidae","","",11364,"low-level epifaunal","photosymbiotic","Papua New Guinea",801,-8.35,146.283333,-11.11,145.49,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,92,49,"r","c","t","shal","Favia matthaii","z","z","z",FALSE,"colonial","2"
"Favia",42739,"Faviidae","","",11361,"low-level epifaunal","photosymbiotic","Indonesia",620,-7.233333,112.75,-7.26,112.97,"Quaternary","Pleistocene","Early/Lower Pleistocene","","Early/Lower Pleistocene","",2.588,0.781,94,49,"r","uk","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",42826,"Faviidae","","",182,"low-level epifaunal","photosymbiotic","Colombia",203,8.75,-75,6.39,-68.24,"Paleogene","Eocene","Late/Upper Eocene","Priabonian","Late/Upper Eocene","",37.2,33.9,87,46,"nr","s","t","shal","Favia clarki","z","z","z",FALSE,"colonial","2"
"Favia",42827,"Faviidae","","",182,"low-level epifaunal","photosymbiotic","Colombia",203,8.75,-75,6.39,-68.24,"Paleogene","Eocene","Late/Upper Eocene","Priabonian","Late/Upper Eocene","",37.2,33.9,87,46,"nr","s","t","shal","Favia clarki","z","z","z",FALSE,"colonial","2"
"Favia",44899,"Faviidae","","",11703,"low-level epifaunal","photosymbiotic","Kenya",709,-4,39.7,-4,39.7,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.12,0.12,94,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",44900,"Faviidae","","",11703,"low-level epifaunal","photosymbiotic","Kenya",709,-4,39.7,-4,39.7,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.12,0.12,94,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",44900,"Faviidae","","",11703,"low-level epifaunal","photosymbiotic","Kenya",709,-4,39.7,-4,39.7,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.12,0.12,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",44904,"Faviidae","","",11703,"low-level epifaunal","photosymbiotic","Kenya",709,-4,39.7,-4,39.7,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.12,0.12,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",44906,"Faviidae","","",11703,"low-level epifaunal","photosymbiotic","Kenya",709,-4,39.7,-4,39.7,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.12,0.12,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",44911,"Faviidae","","",11703,"low-level epifaunal","photosymbiotic","Kenya",709,-3.25,40.133333,-3.25,40.13,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.118,94,49,"r","c","t","shal","Favia stelligera","z","z","z",FALSE,"colonial","2"
"Favia",44911,"Faviidae","","",11703,"low-level epifaunal","photosymbiotic","Kenya",709,-3.25,40.133333,-3.25,40.13,"Quaternary","Pleistocene","Late/Upper Pleistocene","","Late/Upper Pleistocene","",0.118,0.118,94,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",45335,"Faviidae","","",11360,"low-level epifaunal","photosymbiotic","Indonesia",620,-7.25,110.666667,-7.32,110.99,"Neogene","Pliocene","Late/Upper Pliocene","Piacenzian","Late/Upper Pliocene","",3.6,2.588,93,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",45343,"Faviidae","","",11804,"low-level epifaunal","photosymbiotic","Indonesia",620,-7.133333,108.983333,-7.26,109.42,"Neogene","Pliocene","Early/Lower Pliocene","Zanclean","Early/Lower Pliocene","",5.333,3.6,93,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",45343,"Faviidae","","",11804,"low-level epifaunal","photosymbiotic","Indonesia",620,-7.133333,108.983333,-7.26,109.42,"Neogene","Pliocene","Early/Lower Pliocene","Zanclean","Early/Lower Pliocene","",5.333,3.6,93,49,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",45344,"Faviidae","","",11804,"low-level epifaunal","photosymbiotic","Indonesia",617,-8,114,-8.38,116.45,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,93,49,"r","c","t","shal","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",45347,"Faviidae","","",11808,"low-level epifaunal","photosymbiotic","Philippines",659,8,125,8,125,"","","","","Late/Upper Pliocene","Pleistocene",3.6,0.0117,93,49,"uk","c","t","uk","Favia speciosa","z","z","z",FALSE,"colonial","2"
"Favia",45406,"Faviidae","","",11819,"low-level epifaunal","photosymbiotic","Puerto Rico",237,18.483333,-66.95,18.44,-65.92,"Neogene","Miocene","","","Middle Miocene","Late/Upper Miocene",15.97,5.333,91,48,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",46490,"Faviidae","","",12393,"low-level epifaunal","photosymbiotic","Indonesia",620,0.983333,117.966667,1.03,118.24,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,92,49,"r","uk","t","shal","Favia pallida","z","z","z",FALSE,"colonial","2"
"Favia",46490,"Faviidae","","",12393,"low-level epifaunal","photosymbiotic","Indonesia",620,0.983333,117.966667,1.03,118.24,"Neogene","Pliocene","","","Pliocene","",5.333,2.588,92,49,"r","uk","t","shal","Favia favus","z","z","z",FALSE,"colonial","2"
"Favia",50903,"Faviidae","abundant","category",13590,"low-level epifaunal","photosymbiotic","Egypt",715,27.616667,33.366667,26.85,32.44,"Neogene","Miocene","Middle Miocene","","Langhian","Serravallian",15.97,11.62,91,48,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",50928,"Faviidae","","",13590,"low-level epifaunal","photosymbiotic","Egypt",715,24.416667,35.2,23.63,34.22,"Neogene","Miocene","Middle Miocene","","Langhian","Serravallian",15.97,11.62,91,48,"r","c","t","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",60374,"Faviidae","1","specimens",17362,"low-level epifaunal","photosymbiotic","Greece",307,38.476389,22.843056,19.36,23.11,"Cretaceous","Early/Lower Cretaceous","","Aptian","Early/Lower Aptian","",125.45,122.46,74,38,"r","c","t","shal","Favia lorioli","z","z","z",FALSE,"colonial","2"
"Favia",60375,"Faviidae","2","specimens",17362,"low-level epifaunal","photosymbiotic","Greece",307,38.459722,22.844444,19.35,23.1,"Cretaceous","Early/Lower Cretaceous","","Aptian","Early/Lower Aptian","",125.45,122.46,74,38,"r","c","t","shal","Favia lorioli","z","z","z",FALSE,"colonial","2"
"Favia",62460,"Faviidae","","",18042,"low-level epifaunal","photosymbiotic","Turkey",504,37.3,31.116667,37.24,31.27,"Neogene","Miocene","","","Burdigalian","Langhian",20.44,13.82,90,48,"r","c","nt","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",62463,"Faviidae","","",18042,"low-level epifaunal","photosymbiotic","Turkey",504,37.166667,31.1,37.1,31.11,"Neogene","Miocene","Middle Miocene","","Langhian","Serravallian",15.97,11.62,91,48,"r","c","nt","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",62464,"Faviidae","","",18042,"low-level epifaunal","photosymbiotic","Turkey",504,37.45,31.25,37.37,31.29,"Neogene","Miocene","Middle Miocene","","Langhian","Serravallian",15.97,11.62,91,48,"r","c","nt","shal","Favia sp.","z","z","z",FALSE,"colonial","2"
"Favia",62769,"Faviidae","","",18107,"low-level epifaunal","photosymbiotic","Japan",611,24.04,123.787778,24.04,123.79,"Quaternary","Pleistocene","Middle Pleistocene","","Middle Pleistocene","",0.781,0.126,94,49,"r","c","t","shal","Favia spp.","z","z","z",FALSE,"colonial","2"
